model_name,time once (ms),average_time 50 times (ms),seq_length,context,question,choices,data_id,data_set_name
Base,1391.68381690979,,310,"Candy watched the bearded man drive his silver BMW into the convenience store parking lot and pull around to the side, near the back corner of the building. There were plenty of open slots in the front, so she figured the guy was there for something other than a bag of chips and a coke.
A chilly breeze blew up her mini-skirt and she shivered. She pressed her legs together tightly to generate some heat. The knee-high boots protected her feet and calves, but her butt was freezing off.
She wrote down the license number as she circled around to the side of the expensive vehicle. He'll have a big wad of cash, she thought.
Larry Luzor had just stepped out of the car, when she said, ""Nice car, Honey.""
""Uh, thanks.""
""I'm Candy. You got a sweet tooth tonight?""
He gave her the once over. Her black hair framed a pretty, young-looking face. The low-cut blouse left little to the imagination, barely hiding her nipples. She was average height, but the high heel boots elevated her to about 5'8"". The long legs were very nice.
Larry had never used a prostitute. He'd always thought of it as revolting. The idea of having sex with a woman who'd been with hundreds of men did not appeal to him.
But this didn't seem like a typical hooker. She seemed too clean--almost pure. But of course, she wasn't. He knew she had to be just as skanky as the rest of them. Still--if he hadn't been in the middle of something important he might have been more than willing to buy what she was selling.
""So, what do you say? Want to get it on?"" She smiled seductively.
He was impressed that she had all her teeth, and that they looked white.
""How can I resist?"" He grinned at her and winked.",How long was Candy trying to seduce Larry?,"['about 10 minutes', 'about 2 hours', 'not enough information', 'All day']",0,quail
Base,1399.562120437622,,310,"Candy watched the bearded man drive his silver BMW into the convenience store parking lot and pull around to the side, near the back corner of the building. There were plenty of open slots in the front, so she figured the guy was there for something other than a bag of chips and a coke.
A chilly breeze blew up her mini-skirt and she shivered. She pressed her legs together tightly to generate some heat. The knee-high boots protected her feet and calves, but her butt was freezing off.
She wrote down the license number as she circled around to the side of the expensive vehicle. He'll have a big wad of cash, she thought.
Larry Luzor had just stepped out of the car, when she said, ""Nice car, Honey.""
""Uh, thanks.""
""I'm Candy. You got a sweet tooth tonight?""
He gave her the once over. Her black hair framed a pretty, young-looking face. The low-cut blouse left little to the imagination, barely hiding her nipples. She was average height, but the high heel boots elevated her to about 5'8"". The long legs were very nice.
Larry had never used a prostitute. He'd always thought of it as revolting. The idea of having sex with a woman who'd been with hundreds of men did not appeal to him.
But this didn't seem like a typical hooker. She seemed too clean--almost pure. But of course, she wasn't. He knew she had to be just as skanky as the rest of them. Still--if he hadn't been in the middle of something important he might have been more than willing to buy what she was selling.
""So, what do you say? Want to get it on?"" She smiled seductively.
He was impressed that she had all her teeth, and that they looked white.
""How can I resist?"" He grinned at her and winked.",Larry believes that,"['that her long legs were very nice.', 'not enough information', 'her blond hair made her pretty.', 'candy looks young']",10,quail
Base,1446.2692737579346,,320,"Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter of his serial novel, Illusion of Luck. He jittered with excitement at the realization of what he had just done. His clothing reeked of smoke from Erin's incineration. Hopefully by morning her remains would fit in an urn. But she didn't deserve one. So instead, he would dump her ashes into the rusty 55-gallon garbage drum on the other side of the dirt road.
His brain articulated the scene at hyper-speed, overloading his sixty-words-per-minute hands. It was so easy--just like the murder.
Wait. Not that easy, he thought. It wasn't as though he was simply taking dictation. No, not at all. He was a craftsman, an artist. He had six novels worth of experience under his belt. This time his writing was much better--but only because he had a better story idea. It was still fiction.
He was taking a different approach to his writing--making it up as he went along instead of preparing a detailed story outline and following it to the letter. For this book, lucky number seven, he only had a rough sketch of the plot.
His original plot had called for his main character to confront his girlfriend about her affairs, and get into a nasty court battle over money. Then he would murder her and somehow get away with it and live happily ever after in Tahiti. Until the girlfriend's father, an ex-Navy Seal, tracked him down and killed him in the final scene.
But now the original plot would never make it into the book. Real life had given him better ideas.
He typed the last word of the chapter and clicked 'Publish.' Let's see how they like this one, he thought. Some of his readers had already signed up for instant email notification. So, it wouldn't be long before they'd be reading about the girlfriend's terrible demise.",Why Larry hits 'Publish'?,"['The previous submition was accidentally deleted.', 'To share his novel with his readers', 'To send a draft to his parents.', 'not enough information']",20,quail
Base,1395.5729007720947,,320,"Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter of his serial novel, Illusion of Luck. He jittered with excitement at the realization of what he had just done. His clothing reeked of smoke from Erin's incineration. Hopefully by morning her remains would fit in an urn. But she didn't deserve one. So instead, he would dump her ashes into the rusty 55-gallon garbage drum on the other side of the dirt road.
His brain articulated the scene at hyper-speed, overloading his sixty-words-per-minute hands. It was so easy--just like the murder.
Wait. Not that easy, he thought. It wasn't as though he was simply taking dictation. No, not at all. He was a craftsman, an artist. He had six novels worth of experience under his belt. This time his writing was much better--but only because he had a better story idea. It was still fiction.
He was taking a different approach to his writing--making it up as he went along instead of preparing a detailed story outline and following it to the letter. For this book, lucky number seven, he only had a rough sketch of the plot.
His original plot had called for his main character to confront his girlfriend about her affairs, and get into a nasty court battle over money. Then he would murder her and somehow get away with it and live happily ever after in Tahiti. Until the girlfriend's father, an ex-Navy Seal, tracked him down and killed him in the final scene.
But now the original plot would never make it into the book. Real life had given him better ideas.
He typed the last word of the chapter and clicked 'Publish.' Let's see how they like this one, he thought. Some of his readers had already signed up for instant email notification. So, it wouldn't be long before they'd be reading about the girlfriend's terrible demise.",Where would Erin's burned corpse end up being stored?,"['In a locker.', 'not enough information', 'In a 55-gallon drum.', 'In a shallow grave.']",30,quail
Base,1621.4511394500732,,325,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight at all. The gas pole lamp provided just enough illumination for nighttime barbecuing. But now that his eyes had adjusted to it, he could barely see anything else. His only real point of reference was the light coming from the cabin windows. Without it, he could imagine himself getting lost and walking right into Lake Texoma.
He figured the temperature to be around 50 degrees. Probably about average for late February, he thought. He wasn't wearing a jacket, but felt plenty of warmth from the hot barbecue pit.
""Catch any big ones?"" A deep voice boomed from somewhere out in the darkness.
Larry jumped.
The man's voice was approaching. ""Me and my boys pulled in quite a haul today. I caught me an 8 lb. largemouth bass.""
Larry strained to see the man, but couldn't. For all he could tell, it could have been a ghost, floating around in the darkness.
""Something smells good.""
A big plaid shirt materialized at his side, and Larry jumped. Then he saw the jeans and the boots, and looked up to see the face. The guy was huge.
""Hi. My name is Jim."" He grabbed Larry's hand and gave it a bone-crushing shake. ""Me and Barb brought my three boys up for a long weekend of fishing. Yeah, I know what you're thinking: shouldn't them boys be in school? Nope. Cause I sent a note to their principal explaining how this is a part of the boys' education. Know what I mean, Guy?""
""Yeah...sure.""
""Well, the principal didn't like it. He didn't like it one bit, and he got all huffy with me. But I told him I didn't give a durn what he thought. Sure, they gotta learn their three R's: reading, writing and 'rithmetic. Everybody knows that. But you gotta have some balance in life. Know what I mean?""","Immediately after this story ends, Larry","['Will stop fishing', 'Will return home.', 'not enough information', 'Will continue fishing']",40,quail
Base,1598.907709121704,,325,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight at all. The gas pole lamp provided just enough illumination for nighttime barbecuing. But now that his eyes had adjusted to it, he could barely see anything else. His only real point of reference was the light coming from the cabin windows. Without it, he could imagine himself getting lost and walking right into Lake Texoma.
He figured the temperature to be around 50 degrees. Probably about average for late February, he thought. He wasn't wearing a jacket, but felt plenty of warmth from the hot barbecue pit.
""Catch any big ones?"" A deep voice boomed from somewhere out in the darkness.
Larry jumped.
The man's voice was approaching. ""Me and my boys pulled in quite a haul today. I caught me an 8 lb. largemouth bass.""
Larry strained to see the man, but couldn't. For all he could tell, it could have been a ghost, floating around in the darkness.
""Something smells good.""
A big plaid shirt materialized at his side, and Larry jumped. Then he saw the jeans and the boots, and looked up to see the face. The guy was huge.
""Hi. My name is Jim."" He grabbed Larry's hand and gave it a bone-crushing shake. ""Me and Barb brought my three boys up for a long weekend of fishing. Yeah, I know what you're thinking: shouldn't them boys be in school? Nope. Cause I sent a note to their principal explaining how this is a part of the boys' education. Know what I mean, Guy?""
""Yeah...sure.""
""Well, the principal didn't like it. He didn't like it one bit, and he got all huffy with me. But I told him I didn't give a durn what he thought. Sure, they gotta learn their three R's: reading, writing and 'rithmetic. Everybody knows that. But you gotta have some balance in life. Know what I mean?""",The boys probably missed this many days of school to go fishing:,"['Seven days', 'not enough information', 'Thirty days', 'One day']",50,quail
Base,1322.309970855713,,278,"It took Erin an hour and forty-five minutes to drive from their half-million dollar home in Plano to the small rented cabin at Lake Texoma, near the Oklahoma state line. It was Thursday night, and she could have been in their backyard, sitting by the pool in an ultra-skimpy bikini, drinking and laughing with her friends. Like every other night.
She walked in and slammed the door. ""Okay, I'm here. Now, will you please tell me why it was so important for me to drive all the way up here tonight? You know I hate this place. And I had to cancel my party.""
Larry glanced over at his super-hot 25-year-old girlfriend. Her body could still blow away most of the competition at a Miss America Pageant. ""I'll explain. Just sit down and chill.""
He looked back at his laptop. Larry wasn't a bad-looking 30-year old, if you could see past the scruffy beard and the long stringy hair.
She walked up behind him. ""Who's that?""
""It's a girl I went to high school with.""
""What about the guy?""
Larry didn't answer. He just puffed on his pipe.
Erin backed away. She hated his smoking, but he didn't care. ""Why am I here, Larry? This place stinks like dead fish.""
Larry kept his eyes on his laptop screen. ""Well, this is a fish camp. But I do my best writing up here.""
""Fine. But I don't need to be here. And let's face it, Honey--your best writing is just not good enough. When are you going to give it up? You've written six books--and you still don't have a publishing contract. You've got hundreds of rejection letters, and--""",Why did Erin hate the cabin?,"['Because it smelled like dead fish.', 'Because it was far from Plano.', 'Because Larry did his writing there.', 'not enough information']",60,quail
Base,1338.184833526611,,278,"It took Erin an hour and forty-five minutes to drive from their half-million dollar home in Plano to the small rented cabin at Lake Texoma, near the Oklahoma state line. It was Thursday night, and she could have been in their backyard, sitting by the pool in an ultra-skimpy bikini, drinking and laughing with her friends. Like every other night.
She walked in and slammed the door. ""Okay, I'm here. Now, will you please tell me why it was so important for me to drive all the way up here tonight? You know I hate this place. And I had to cancel my party.""
Larry glanced over at his super-hot 25-year-old girlfriend. Her body could still blow away most of the competition at a Miss America Pageant. ""I'll explain. Just sit down and chill.""
He looked back at his laptop. Larry wasn't a bad-looking 30-year old, if you could see past the scruffy beard and the long stringy hair.
She walked up behind him. ""Who's that?""
""It's a girl I went to high school with.""
""What about the guy?""
Larry didn't answer. He just puffed on his pipe.
Erin backed away. She hated his smoking, but he didn't care. ""Why am I here, Larry? This place stinks like dead fish.""
Larry kept his eyes on his laptop screen. ""Well, this is a fish camp. But I do my best writing up here.""
""Fine. But I don't need to be here. And let's face it, Honey--your best writing is just not good enough. When are you going to give it up? You've written six books--and you still don't have a publishing contract. You've got hundreds of rejection letters, and--""",Who was Erin's boyfriend?,"['not enough information', 'A boy he went to school with', 'Larry', 'Honey']",70,quail
Base,1428.0760288238523,,313,"Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standing beside him--at their wedding rehearsal. He knew he didn't deserve her. Anybody could see that. He saw himself as a balding, average-looking 35-year-old. Cynthia was a strikingly beautiful 30-year-old redhead. He wouldn't have been surprised if Cupid himself had flown in to break up the crazy mismatch.
But Cynthia saw something in Greg she couldn't resist. Something she should have looked for in the eyes of her first groom. Troy was a rugged, handsome man. Nothing wrong with that. But he was also an abuser. And all the love he'd ever given her meant nothing after that first brutal slap across the face. Then came the boozing and hitting and steady barrage of obscenities.
So, this time around Cynthia was looking for something different. Greg was kind and thoughtful and funny. And regardless of what Greg thought, she did find him attractive--even on their first meeting. And the more she got to know him, the more attractive he became. She wasn't marrying him just because he was a nice guy. She truly had the hots for him.
It was Thursday night, 6:20 PM. Greg and Cynthia were finishing up a run-through of the ceremony at First Baptist Church, Coreyville, where Greg was part-time music director. They were well on their way to happily ever after. Everything was perfect.
Until the phone call.
Cynthia's mother, Beverly, was serving as her Maid of Honor. She had girlfriends her age at First State Bank where she was a vice president. But her mom was her closest friend. It might have seemed a little odd to some people--no mother sitting on the second pew, crying. No father to walk her down the aisle and give her away. She wished so much he was still alive to share in the joy.",Does Greg have a dog?,"['not enough information', 'Greg has two dogs', 'Greg only has cats', 'Greg hates dogs']",80,quail
Base,1528.17702293396,,313,"Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standing beside him--at their wedding rehearsal. He knew he didn't deserve her. Anybody could see that. He saw himself as a balding, average-looking 35-year-old. Cynthia was a strikingly beautiful 30-year-old redhead. He wouldn't have been surprised if Cupid himself had flown in to break up the crazy mismatch.
But Cynthia saw something in Greg she couldn't resist. Something she should have looked for in the eyes of her first groom. Troy was a rugged, handsome man. Nothing wrong with that. But he was also an abuser. And all the love he'd ever given her meant nothing after that first brutal slap across the face. Then came the boozing and hitting and steady barrage of obscenities.
So, this time around Cynthia was looking for something different. Greg was kind and thoughtful and funny. And regardless of what Greg thought, she did find him attractive--even on their first meeting. And the more she got to know him, the more attractive he became. She wasn't marrying him just because he was a nice guy. She truly had the hots for him.
It was Thursday night, 6:20 PM. Greg and Cynthia were finishing up a run-through of the ceremony at First Baptist Church, Coreyville, where Greg was part-time music director. They were well on their way to happily ever after. Everything was perfect.
Until the phone call.
Cynthia's mother, Beverly, was serving as her Maid of Honor. She had girlfriends her age at First State Bank where she was a vice president. But her mom was her closest friend. It might have seemed a little odd to some people--no mother sitting on the second pew, crying. No father to walk her down the aisle and give her away. She wished so much he was still alive to share in the joy.",Kate's wedding ceremony probably lasted:,"['20 minutes', '1 week', 'several hours', 'not enough information']",90,quail
Base,1564.2218589782717,,310,"Candy watched the bearded man drive his silver BMW into the convenience store parking lot and pull around to the side, near the back corner of the building. There were plenty of open slots in the front, so she figured the guy was there for something other than a bag of chips and a coke.
A chilly breeze blew up her mini-skirt and she shivered. She pressed her legs together tightly to generate some heat. The knee-high boots protected her feet and calves, but her butt was freezing off.
She wrote down the license number as she circled around to the side of the expensive vehicle. He'll have a big wad of cash, she thought.
Larry Luzor had just stepped out of the car, when she said, ""Nice car, Honey.""
""Uh, thanks.""
""I'm Candy. You got a sweet tooth tonight?""
He gave her the once over. Her black hair framed a pretty, young-looking face. The low-cut blouse left little to the imagination, barely hiding her nipples. She was average height, but the high heel boots elevated her to about 5'8"". The long legs were very nice.
Larry had never used a prostitute. He'd always thought of it as revolting. The idea of having sex with a woman who'd been with hundreds of men did not appeal to him.
But this didn't seem like a typical hooker. She seemed too clean--almost pure. But of course, she wasn't. He knew she had to be just as skanky as the rest of them. Still--if he hadn't been in the middle of something important he might have been more than willing to buy what she was selling.
""So, what do you say? Want to get it on?"" She smiled seductively.
He was impressed that she had all her teeth, and that they looked white.
""How can I resist?"" He grinned at her and winked.",How long was Candy trying to seduce Larry?,"['about 10 minutes', 'about 2 hours', 'not enough information', 'All day']",0,quail
Base,1500.615119934082,,310,"Candy watched the bearded man drive his silver BMW into the convenience store parking lot and pull around to the side, near the back corner of the building. There were plenty of open slots in the front, so she figured the guy was there for something other than a bag of chips and a coke.
A chilly breeze blew up her mini-skirt and she shivered. She pressed her legs together tightly to generate some heat. The knee-high boots protected her feet and calves, but her butt was freezing off.
She wrote down the license number as she circled around to the side of the expensive vehicle. He'll have a big wad of cash, she thought.
Larry Luzor had just stepped out of the car, when she said, ""Nice car, Honey.""
""Uh, thanks.""
""I'm Candy. You got a sweet tooth tonight?""
He gave her the once over. Her black hair framed a pretty, young-looking face. The low-cut blouse left little to the imagination, barely hiding her nipples. She was average height, but the high heel boots elevated her to about 5'8"". The long legs were very nice.
Larry had never used a prostitute. He'd always thought of it as revolting. The idea of having sex with a woman who'd been with hundreds of men did not appeal to him.
But this didn't seem like a typical hooker. She seemed too clean--almost pure. But of course, she wasn't. He knew she had to be just as skanky as the rest of them. Still--if he hadn't been in the middle of something important he might have been more than willing to buy what she was selling.
""So, what do you say? Want to get it on?"" She smiled seductively.
He was impressed that she had all her teeth, and that they looked white.
""How can I resist?"" He grinned at her and winked.",Larry believes that,"['that her long legs were very nice.', 'not enough information', 'her blond hair made her pretty.', 'candy looks young']",10,quail
Base,1571.2621212005615,,320,"Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter of his serial novel, Illusion of Luck. He jittered with excitement at the realization of what he had just done. His clothing reeked of smoke from Erin's incineration. Hopefully by morning her remains would fit in an urn. But she didn't deserve one. So instead, he would dump her ashes into the rusty 55-gallon garbage drum on the other side of the dirt road.
His brain articulated the scene at hyper-speed, overloading his sixty-words-per-minute hands. It was so easy--just like the murder.
Wait. Not that easy, he thought. It wasn't as though he was simply taking dictation. No, not at all. He was a craftsman, an artist. He had six novels worth of experience under his belt. This time his writing was much better--but only because he had a better story idea. It was still fiction.
He was taking a different approach to his writing--making it up as he went along instead of preparing a detailed story outline and following it to the letter. For this book, lucky number seven, he only had a rough sketch of the plot.
His original plot had called for his main character to confront his girlfriend about her affairs, and get into a nasty court battle over money. Then he would murder her and somehow get away with it and live happily ever after in Tahiti. Until the girlfriend's father, an ex-Navy Seal, tracked him down and killed him in the final scene.
But now the original plot would never make it into the book. Real life had given him better ideas.
He typed the last word of the chapter and clicked 'Publish.' Let's see how they like this one, he thought. Some of his readers had already signed up for instant email notification. So, it wouldn't be long before they'd be reading about the girlfriend's terrible demise.",Why Larry hits 'Publish'?,"['The previous submition was accidentally deleted.', 'To share his novel with his readers', 'To send a draft to his parents.', 'not enough information']",20,quail
Base,1634.822130203247,,320,"Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter of his serial novel, Illusion of Luck. He jittered with excitement at the realization of what he had just done. His clothing reeked of smoke from Erin's incineration. Hopefully by morning her remains would fit in an urn. But she didn't deserve one. So instead, he would dump her ashes into the rusty 55-gallon garbage drum on the other side of the dirt road.
His brain articulated the scene at hyper-speed, overloading his sixty-words-per-minute hands. It was so easy--just like the murder.
Wait. Not that easy, he thought. It wasn't as though he was simply taking dictation. No, not at all. He was a craftsman, an artist. He had six novels worth of experience under his belt. This time his writing was much better--but only because he had a better story idea. It was still fiction.
He was taking a different approach to his writing--making it up as he went along instead of preparing a detailed story outline and following it to the letter. For this book, lucky number seven, he only had a rough sketch of the plot.
His original plot had called for his main character to confront his girlfriend about her affairs, and get into a nasty court battle over money. Then he would murder her and somehow get away with it and live happily ever after in Tahiti. Until the girlfriend's father, an ex-Navy Seal, tracked him down and killed him in the final scene.
But now the original plot would never make it into the book. Real life had given him better ideas.
He typed the last word of the chapter and clicked 'Publish.' Let's see how they like this one, he thought. Some of his readers had already signed up for instant email notification. So, it wouldn't be long before they'd be reading about the girlfriend's terrible demise.",Where would Erin's burned corpse end up being stored?,"['In a locker.', 'not enough information', 'In a 55-gallon drum.', 'In a shallow grave.']",30,quail
Base,1913.2239818573,,325,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight at all. The gas pole lamp provided just enough illumination for nighttime barbecuing. But now that his eyes had adjusted to it, he could barely see anything else. His only real point of reference was the light coming from the cabin windows. Without it, he could imagine himself getting lost and walking right into Lake Texoma.
He figured the temperature to be around 50 degrees. Probably about average for late February, he thought. He wasn't wearing a jacket, but felt plenty of warmth from the hot barbecue pit.
""Catch any big ones?"" A deep voice boomed from somewhere out in the darkness.
Larry jumped.
The man's voice was approaching. ""Me and my boys pulled in quite a haul today. I caught me an 8 lb. largemouth bass.""
Larry strained to see the man, but couldn't. For all he could tell, it could have been a ghost, floating around in the darkness.
""Something smells good.""
A big plaid shirt materialized at his side, and Larry jumped. Then he saw the jeans and the boots, and looked up to see the face. The guy was huge.
""Hi. My name is Jim."" He grabbed Larry's hand and gave it a bone-crushing shake. ""Me and Barb brought my three boys up for a long weekend of fishing. Yeah, I know what you're thinking: shouldn't them boys be in school? Nope. Cause I sent a note to their principal explaining how this is a part of the boys' education. Know what I mean, Guy?""
""Yeah...sure.""
""Well, the principal didn't like it. He didn't like it one bit, and he got all huffy with me. But I told him I didn't give a durn what he thought. Sure, they gotta learn their three R's: reading, writing and 'rithmetic. Everybody knows that. But you gotta have some balance in life. Know what I mean?""","Immediately after this story ends, Larry","['Will stop fishing', 'Will return home.', 'not enough information', 'Will continue fishing']",40,quail
Base,1644.6778774261477,,325,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight at all. The gas pole lamp provided just enough illumination for nighttime barbecuing. But now that his eyes had adjusted to it, he could barely see anything else. His only real point of reference was the light coming from the cabin windows. Without it, he could imagine himself getting lost and walking right into Lake Texoma.
He figured the temperature to be around 50 degrees. Probably about average for late February, he thought. He wasn't wearing a jacket, but felt plenty of warmth from the hot barbecue pit.
""Catch any big ones?"" A deep voice boomed from somewhere out in the darkness.
Larry jumped.
The man's voice was approaching. ""Me and my boys pulled in quite a haul today. I caught me an 8 lb. largemouth bass.""
Larry strained to see the man, but couldn't. For all he could tell, it could have been a ghost, floating around in the darkness.
""Something smells good.""
A big plaid shirt materialized at his side, and Larry jumped. Then he saw the jeans and the boots, and looked up to see the face. The guy was huge.
""Hi. My name is Jim."" He grabbed Larry's hand and gave it a bone-crushing shake. ""Me and Barb brought my three boys up for a long weekend of fishing. Yeah, I know what you're thinking: shouldn't them boys be in school? Nope. Cause I sent a note to their principal explaining how this is a part of the boys' education. Know what I mean, Guy?""
""Yeah...sure.""
""Well, the principal didn't like it. He didn't like it one bit, and he got all huffy with me. But I told him I didn't give a durn what he thought. Sure, they gotta learn their three R's: reading, writing and 'rithmetic. Everybody knows that. But you gotta have some balance in life. Know what I mean?""",The boys probably missed this many days of school to go fishing:,"['Seven days', 'not enough information', 'Thirty days', 'One day']",50,quail
Base,1507.374286651611,,278,"It took Erin an hour and forty-five minutes to drive from their half-million dollar home in Plano to the small rented cabin at Lake Texoma, near the Oklahoma state line. It was Thursday night, and she could have been in their backyard, sitting by the pool in an ultra-skimpy bikini, drinking and laughing with her friends. Like every other night.
She walked in and slammed the door. ""Okay, I'm here. Now, will you please tell me why it was so important for me to drive all the way up here tonight? You know I hate this place. And I had to cancel my party.""
Larry glanced over at his super-hot 25-year-old girlfriend. Her body could still blow away most of the competition at a Miss America Pageant. ""I'll explain. Just sit down and chill.""
He looked back at his laptop. Larry wasn't a bad-looking 30-year old, if you could see past the scruffy beard and the long stringy hair.
She walked up behind him. ""Who's that?""
""It's a girl I went to high school with.""
""What about the guy?""
Larry didn't answer. He just puffed on his pipe.
Erin backed away. She hated his smoking, but he didn't care. ""Why am I here, Larry? This place stinks like dead fish.""
Larry kept his eyes on his laptop screen. ""Well, this is a fish camp. But I do my best writing up here.""
""Fine. But I don't need to be here. And let's face it, Honey--your best writing is just not good enough. When are you going to give it up? You've written six books--and you still don't have a publishing contract. You've got hundreds of rejection letters, and--""",Why did Erin hate the cabin?,"['Because it smelled like dead fish.', 'Because it was far from Plano.', 'Because Larry did his writing there.', 'not enough information']",60,quail
Base,1387.467861175537,,278,"It took Erin an hour and forty-five minutes to drive from their half-million dollar home in Plano to the small rented cabin at Lake Texoma, near the Oklahoma state line. It was Thursday night, and she could have been in their backyard, sitting by the pool in an ultra-skimpy bikini, drinking and laughing with her friends. Like every other night.
She walked in and slammed the door. ""Okay, I'm here. Now, will you please tell me why it was so important for me to drive all the way up here tonight? You know I hate this place. And I had to cancel my party.""
Larry glanced over at his super-hot 25-year-old girlfriend. Her body could still blow away most of the competition at a Miss America Pageant. ""I'll explain. Just sit down and chill.""
He looked back at his laptop. Larry wasn't a bad-looking 30-year old, if you could see past the scruffy beard and the long stringy hair.
She walked up behind him. ""Who's that?""
""It's a girl I went to high school with.""
""What about the guy?""
Larry didn't answer. He just puffed on his pipe.
Erin backed away. She hated his smoking, but he didn't care. ""Why am I here, Larry? This place stinks like dead fish.""
Larry kept his eyes on his laptop screen. ""Well, this is a fish camp. But I do my best writing up here.""
""Fine. But I don't need to be here. And let's face it, Honey--your best writing is just not good enough. When are you going to give it up? You've written six books--and you still don't have a publishing contract. You've got hundreds of rejection letters, and--""",Who was Erin's boyfriend?,"['not enough information', 'A boy he went to school with', 'Larry', 'Honey']",70,quail
Base,1379.0247440338137,,313,"Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standing beside him--at their wedding rehearsal. He knew he didn't deserve her. Anybody could see that. He saw himself as a balding, average-looking 35-year-old. Cynthia was a strikingly beautiful 30-year-old redhead. He wouldn't have been surprised if Cupid himself had flown in to break up the crazy mismatch.
But Cynthia saw something in Greg she couldn't resist. Something she should have looked for in the eyes of her first groom. Troy was a rugged, handsome man. Nothing wrong with that. But he was also an abuser. And all the love he'd ever given her meant nothing after that first brutal slap across the face. Then came the boozing and hitting and steady barrage of obscenities.
So, this time around Cynthia was looking for something different. Greg was kind and thoughtful and funny. And regardless of what Greg thought, she did find him attractive--even on their first meeting. And the more she got to know him, the more attractive he became. She wasn't marrying him just because he was a nice guy. She truly had the hots for him.
It was Thursday night, 6:20 PM. Greg and Cynthia were finishing up a run-through of the ceremony at First Baptist Church, Coreyville, where Greg was part-time music director. They were well on their way to happily ever after. Everything was perfect.
Until the phone call.
Cynthia's mother, Beverly, was serving as her Maid of Honor. She had girlfriends her age at First State Bank where she was a vice president. But her mom was her closest friend. It might have seemed a little odd to some people--no mother sitting on the second pew, crying. No father to walk her down the aisle and give her away. She wished so much he was still alive to share in the joy.",Does Greg have a dog?,"['not enough information', 'Greg has two dogs', 'Greg only has cats', 'Greg hates dogs']",80,quail
Base,1310.1181983947754,,313,"Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standing beside him--at their wedding rehearsal. He knew he didn't deserve her. Anybody could see that. He saw himself as a balding, average-looking 35-year-old. Cynthia was a strikingly beautiful 30-year-old redhead. He wouldn't have been surprised if Cupid himself had flown in to break up the crazy mismatch.
But Cynthia saw something in Greg she couldn't resist. Something she should have looked for in the eyes of her first groom. Troy was a rugged, handsome man. Nothing wrong with that. But he was also an abuser. And all the love he'd ever given her meant nothing after that first brutal slap across the face. Then came the boozing and hitting and steady barrage of obscenities.
So, this time around Cynthia was looking for something different. Greg was kind and thoughtful and funny. And regardless of what Greg thought, she did find him attractive--even on their first meeting. And the more she got to know him, the more attractive he became. She wasn't marrying him just because he was a nice guy. She truly had the hots for him.
It was Thursday night, 6:20 PM. Greg and Cynthia were finishing up a run-through of the ceremony at First Baptist Church, Coreyville, where Greg was part-time music director. They were well on their way to happily ever after. Everything was perfect.
Until the phone call.
Cynthia's mother, Beverly, was serving as her Maid of Honor. She had girlfriends her age at First State Bank where she was a vice president. But her mom was her closest friend. It might have seemed a little odd to some people--no mother sitting on the second pew, crying. No father to walk her down the aisle and give her away. She wished so much he was still alive to share in the joy.",Kate's wedding ceremony probably lasted:,"['20 minutes', '1 week', 'several hours', 'not enough information']",90,quail
Base Quantized,1355.0269603729248,,310,"Candy watched the bearded man drive his silver BMW into the convenience store parking lot and pull around to the side, near the back corner of the building. There were plenty of open slots in the front, so she figured the guy was there for something other than a bag of chips and a coke.
A chilly breeze blew up her mini-skirt and she shivered. She pressed her legs together tightly to generate some heat. The knee-high boots protected her feet and calves, but her butt was freezing off.
She wrote down the license number as she circled around to the side of the expensive vehicle. He'll have a big wad of cash, she thought.
Larry Luzor had just stepped out of the car, when she said, ""Nice car, Honey.""
""Uh, thanks.""
""I'm Candy. You got a sweet tooth tonight?""
He gave her the once over. Her black hair framed a pretty, young-looking face. The low-cut blouse left little to the imagination, barely hiding her nipples. She was average height, but the high heel boots elevated her to about 5'8"". The long legs were very nice.
Larry had never used a prostitute. He'd always thought of it as revolting. The idea of having sex with a woman who'd been with hundreds of men did not appeal to him.
But this didn't seem like a typical hooker. She seemed too clean--almost pure. But of course, she wasn't. He knew she had to be just as skanky as the rest of them. Still--if he hadn't been in the middle of something important he might have been more than willing to buy what she was selling.
""So, what do you say? Want to get it on?"" She smiled seductively.
He was impressed that she had all her teeth, and that they looked white.
""How can I resist?"" He grinned at her and winked.",How long was Candy trying to seduce Larry?,"['about 10 minutes', 'about 2 hours', 'not enough information', 'All day']",0,quail
