adapter,reader,model_name,time once (ms),average_time 50 times (ms),seq_length,context,question,data_id,data_set_name
boolq,bert-base-uncased,Base Quantized,189.2092227935791,,176,"On Isla Sorna, an island off the Pacific coast of Costa Rica, a young girl named Cathy Bowman wanders around during a family vacation, and survives an attack by a swarm of Compsognathus. Her parents file a lawsuit against the genetics company InGen, now headed by John Hammond's nephew, Peter Ludlow, who plans to use Isla Sorna to alleviate the financial losses imposed by the incident that occurred at Jurassic Park four years earlier. Mathematician Dr. Ian Malcolm meets Hammond at his mansion. Hammond explains that Isla Sorna, abandoned years earlier during a hurricane, is where InGen created their dinosaurs before moving them to Jurassic Park on Isla Nublar. Hammond hopes to stop InGen by sending a team to Isla Sorna to document the dinosaurs, thus causing public support against human interference on the island. Ian, who survived the Jurassic Park disaster, is reluctant. After learning that his girlfriend, paleontologist Dr. Sarah Harding, is part of the team and is already on Isla Sorna, Ian agrees to go to the island, but only to retrieve her.",did the girl in the lost world die,99,boolq
boolq,bert-base-uncased,Base Quantized,168.07174682617188,,141,"The result of breathing increased partial pressures of oxygen is hyperoxia, an excess of oxygen in body tissues. The body is affected in different ways depending on the type of exposure. Central nervous system toxicity is caused by short exposure to high partial pressures of oxygen at greater than atmospheric pressure. Pulmonary and ocular toxicity result from longer exposure to increased oxygen levels at normal pressure. Symptoms may include disorientation, breathing problems, and vision changes such as myopia. Prolonged exposure to above-normal oxygen partial pressures, or shorter exposures to very high partial pressures, can cause oxidative damage to cell membranes, collapse of the alveoli in the lungs, retinal detachment, and seizures. Oxygen toxicity is managed by reducing the exposure to increased oxygen levels. Studies show that, in the long term, a robust recovery from most types of oxygen toxicity is possible.",can you have too much oxygen in your body,100,boolq
boolq,bert-base-uncased,Base Quantized,101.61685943603516,,83,"The island is dominated by a maritime climate with quite narrow temperature differences between seasons. Politically, Great Britain is part of the United Kingdom of Great Britain and Northern Ireland, and constitutes most of its territory. Most of England, Scotland, and Wales are on the island. The term ``Great Britain'' is often used to include the whole of England, Scotland and Wales including their component adjoining islands; and is also occasionally but contentiously applied to the UK as a whole in some contexts.",is northern ireland part of the great britain,101,boolq
boolq,bert-base-uncased,Base Quantized,216.5799140930176,,231,"The storm brought strong winds to the Swan Islands, including hurricane-force winds on the main island. Heavy rains fell in Cuba, particularly in Pinar del Río Province, but only minor damage occurred. In Florida, storm surge and abnormally high tides caused damage along much of the state's west coast from Pasco County southward. Several neighborhoods and sections of Tampa were inundated, especially in Ballast Point, DeSoto Park, Edgewater Park, Hyde Park, Palmetto Beach, and other areas in the vicinity of Bayshore Boulevard. Strong winds also damaged hundreds of trees, signs, buildings, and homes. Four deaths occurred in Tampa, three from drownings and another after a man touched a live wire. The storm left two additional fatalities in St. Petersburg. A number of streets in Tarpon Springs were littered with masses of debris, with many structures and trees suffering extensive damage. Strong winds occurred as far east as the Atlantic coast of the state, though wind damage east of the Tampa Bay area was generally limited to downed trees and power lines, resulting in power outages, particularly in Orlando. Agriculture throughout the state experienced significant impact as well, including over $2 million (equivalent to $20 million in 2016) in damage and the loss of at least 800,000 boxes of citrus crops alone. Overall, the hurricane left at least eight deaths and about $10 million (equivalent to $110 million in 2016) in damage.",has tampa ever been hit by a hurricane,102,boolq
boolq,bert-base-uncased,Base Quantized,144.60182189941406,,125,"The Catholic Church sees the effects of the sacrament as follows: As the sacrament of Marriage gives grace for the married state, the sacrament of Anointing of the Sick gives grace for the state into which people enter through sickness. Through the sacrament a gift of the Holy Spirit is given, that renews confidence and faith in God and strengthens against temptations to discouragement, despair and anguish at the thought of death and the struggle of death; it prevents the believer from losing Christian hope in God's justice, truth and salvation. Because one of the effects of the sacrament is to absolve the recipient of any sins not previously absolved through the sacrament of penance, only an ordained priest or bishop may administer the sacrament.",can anyone give last rites in an emergency,103,boolq
boolq,bert-base-uncased,Base Quantized,181.2541484832764,,202,"Conscription in the United States, commonly known as the draft, has been employed by the federal government of the United States in five conflicts: the American Revolution, the American Civil War, World War I, World War II, and the Cold War (including both the Korean War and the Vietnam War). The third incarnation of the draft came into being in 1940 through the Selective Training and Service Act. It was the country's first peacetime draft. From 1940 until 1973, during both peacetime and periods of conflict, men were drafted to fill vacancies in the United States Armed Forces that could not be filled through voluntary means. The draft came to an end when the United States Armed Forces moved to an all-volunteer military force. However, the Selective Service System remains in place as a contingency plan; all male civilians between the ages of 18 and 25 are required to register so that a draft can be readily resumed if needed. United States Federal Law also provides for the compulsory conscription of men between the ages of 17 and 45 and certain women for militia service pursuant to Article I, Section 8 of the United States Constitution and 10 U.S. Code § 246.",was there a draft in the revolutionary war,104,boolq
boolq,bert-base-uncased,Base Quantized,71.5329647064209,,44,"While it is commonly done, removing one's letter from the letter jacket upon graduation is not firmly held as protocol. Many graduates keep the letter on the jacket after graduation as a symbol of accomplishment and school pride and commitment, especially with college lettermen.",can you wear your letterman after high school,105,boolq
boolq,bert-base-uncased,Base Quantized,53.1620979309082,,15,Gamblers' winnings in Australia are not taxed . There are 3 main reasons for that:,do you pay tax on gambling winnings in australia,106,boolq
boolq,bert-base-uncased,Base Quantized,132.99870491027832,,90,"After the completion of the first season titled Spartacus: Blood and Sand, production for another season was delayed because lead actor Andy Whitfield was diagnosed with early-stage non-Hodgkin lymphoma so Starz produced a six-episode prequel mini-series entitled Spartacus: Gods of the Arena. When the actor's cancer recurred and he later died on September 11, 2011, Starz had actor Liam McIntyre take on the role of Spartacus in the second season titled Spartacus: Vengeance. On June 4, 2012, Starz announced the third and final season, titled Spartacus: War of the Damned.",will there be a new spartacus season 5,107,boolq
boolq,bert-base-uncased,Base Quantized,85.33811569213867,,62,"Scar makes a brief cameo appearance in the film in Simba's nightmare. In the nightmare, Simba runs down the cliff where his father died, attempting to rescue him. Scar intervenes, however, and then turns into Kovu and throws Simba off the cliff. Scar makes another cameo appearance in a pool of water, as a reflection, after Kovu is exiled from Pride Rock.",is scar alive in the lion king 2,108,boolq
boolq,bert-base-uncased,Base Quantized,133.5620880126953,,114,"Pete the Pup (original, 1924 -- June 1930; second Pete, September 9, 1929 -- January 28, 1946) was a character in Hal Roach's Our Gang comedies (later known as The Little Rascals) during the 1930s. Otherwise known as ``Pete, the Dog With the Ring Around His Eye'', or simply ``Petey'', he was well known for having a circled eye that was added on by Hollywood make-up artist Max Factor and credited as an oddity in Ripley's Believe It or Not. The original Pete (sired by ``Tudor's Black Jack'') was an APBT named ``Pal, the Wonder Dog'', and had a natural ring almost completely around his right eye; dye was used to finish it off.",is the dog from little rascals still alive,109,boolq
boolq,bert-base-uncased,Base Quantized,156.51917457580566,,153,"Journey 2: The Mysterious Island is a 2012 American science fiction comedy adventure film directed by Brad Peyton and produced by Beau Flynn, Tripp Vinson and Charlotte Huggins. It is the sequel to Journey to the Center of the Earth (2008). Following the first film, the sequel is based on another Jules Verne novel, this time The Mysterious Island. The film stars Dwayne ``The Rock'' Johnson, Michael Caine, Josh Hutcherson, Vanessa Hudgens, Luis Guzmán, and Kristin Davis. The story was written by Richard Outten, Brian Gunn and Mark Gunn, and the screenplay by Brian and Mark Gunn. Journey 2: The Mysterious Island was released in cinemas on February 10, 2012 by Warner Bros. Pictures, New Line Cinema and Walden Media to mixed reviews, but became a box office success with a worldwide gross of nearly $335 million, surpassing its predecessor. Journey 2: The Mysterious Island was released on DVD/Blu-ray on June 5, 2012.",is journey 2 the mysterious island a sequel,110,boolq
boolq,bert-base-uncased,Base Quantized,122.10774421691896,,112,"The bank robber Clyde Barrow modified his Browning A-5 shotgun by cutting the barrel down to the same length as the magazine tube, and shortening the stock by 5 to 6 inches (125 to 150 mm) to make it more concealable. A small, 10--12-inch (250--300 mm) strap was attached to both ends of the butt of the gun, and was looped around his shoulder, concealing the gun between his arm and chest under his jacket in the manner of a shoulder holster. The gun was drawn up quickly and fired from the shoulder under which it was carried. Barrow dubbed it the ``Whippit'', as he was able to ``whip it'' out easily.",can you cut the stock off a shotgun,111,boolq
boolq,bert-base-uncased,Base Quantized,83.58192443847656,,57,"Time in New Zealand, by law, is divided into two standard time zones. The main islands use New Zealand Standard Time (NZST), 12 hours in advance of Coordinated Universal Time (UTC) / military M (Mike), while the outlying Chatham Islands use Chatham Standard Time (CHAST), 12 hours 45 minutes in advance of UTC / military M^ (Mike-Three).",is all of new zealand in the same time zone,112,boolq
boolq,bert-base-uncased,Base Quantized,117.17605590820312,,106,"Powdered milk or dried milk is a manufactured dairy product made by evaporating milk to dryness. One purpose of drying milk is to preserve it; milk powder has a far longer shelf life than liquid milk and does not need to be refrigerated, due to its low moisture content. Another purpose is to reduce its bulk for economy of transportation. Powdered milk and dairy products include such items as dry whole milk, nonfat (skimmed) dry milk, dry buttermilk, dry whey products and dry dairy blends. Many dairy products exported conform to standards laid out in Codex Alimentarius. Many forms of milk powder are traded on exchanges.",is powdered milk the same as milk powder,113,boolq
boolq,bert-base-uncased,Base Quantized,120.59497833251952,,92,"The Federal Government of the United States (U.S. Federal Government) is the national government of the United States, a federal republic in North America, composed of 50 states, one district--Washington, D.C., and several territories. The federal government is composed of three distinct branches: legislative, executive, and judicial, whose powers are vested by the U.S. Constitution in the Congress, the president, and the federal courts, respectively. The powers and duties of these branches are further defined by acts of Congress, including the creation of executive departments and courts inferior to the Supreme Court.",does the united states have a federal system of government,114,boolq
boolq,bert-base-uncased,Base Quantized,112.49208450317384,,86,"A parent-in-law is a person who has a legal affinity with another by being the parent of the other's spouse. Many cultures and legal systems impose duties and responsibilities on persons connected by this relationship. A person is a son-in-law or daughter-in-law to the parents of the spouse, who are in turn also the parents of those sisters-in-law and brothers-in-law (if any) who are siblings of the spouse (as opposed to spouses of siblings). Together the members of this family affinity group are called the in-laws.",is a father in law considered a relative,115,boolq
boolq,bert-base-uncased,Base Quantized,77.14700698852539,,45,"David Visentin (born 1965) is a Canadian actor and realtor. He is best known as one of the hosts of Love It or List It, with co-host Hilary Farr. The show is broadcast on HGTV and W Networks. He is a native citizen of Canada.",is david from love it or list it a real realtor,116,boolq
boolq,bert-base-uncased,Base Quantized,135.08200645446777,,110,"The Capitals were founded in 1974 as an expansion franchise, alongside the Kansas City Scouts. Since purchasing the team in 1999, Leonsis revitalized the franchise by drafting star players such as Alexander Ovechkin, Nicklas Backstrom, Mike Green and Braden Holtby. The 2009--10 Capitals won the franchise's first-ever Presidents' Trophy for being the team with the most points at the end of the regular season. They won it a second time in 2015--16, and did so for a third time the following season in 2016--17. In addition to eleven division titles and three Presidents' Trophies, the Capitals have reached the Stanley Cup Finals twice (in 1998 and 2018), winning in 2018.",have the capitals ever win the stanley cup,117,boolq
boolq,bert-base-uncased,Base Quantized,113.98887634277344,,73,"Relations between the United States of America (US) and the European Union (EU) are the bilateral relations between that country and the supranational organization. The US and EU have been interacting for more than sixty years. US-EU relations officially started in 1953 when US ambassadors visited the European Coal and Steel Community (former EU). The two parties share a good relationship which is strengthened by cooperation on trade, military defense and shared values.",is the united states a part of the european union,118,boolq
boolq,bert-base-uncased,Base Quantized,154.8619270324707,,121,"In the United Kingdom, there is not an equivalent of a vehicle title. Instead, there is a document known as the 'vehicle registration document', and is issued by the Driver and Vehicle Licensing Agency (DVLA). The current version has the reference number V5C. Prior to computerisation, the title document was the 'log book', and this term is sometimes still used to describe the V5C. The V5 document records who the Registered Keeper of the vehicle is; it does not establish legal ownership of the vehicle. These documents used to be blue on the front. However, they were changed to red in 2010/11 after approximately 2.2 million blank blue V5 documents were stolen, allowing thieves to clone stolen vehicles much more easily.",is a title and registration the same thing,119,boolq
boolq,bert-base-uncased,Base Quantized,193.6733722686768,,159,"The breed is strikingly similar to the English Mastiff, with which it shares a common ancestor known as the Alpine Mastiff. The modern St. Bernard breed is radically different than the original dogs kept at the St. Bernard hospice, most notably by being much larger in size and build. Since the late 1800s, the St. Bernard breed has been ever refined and improved using many different large Molosser breeds, including the Newfoundland, Great Pyrenees, Greater Swiss Mountain Dog, Bernese Mountain Dog, Great Dane, English Mastiff, and possibly the Tibetan Mastiff and Caucasian Ovcharka. Other breeds such as the Rottweiler, Boxer, and English Bulldog may have contributed to the St. Bernard's bloodline as well. It is suspected that many of these large breeds were used to redevelop each other to combat the threat of their extinction after World War II, which may explain why all of them played a part in the creation of the St. Bernard as seen today.",are st bernards and bernese mountain dogs related,120,boolq
boolq,bert-base-uncased,Base Quantized,102.2951602935791,,51,"The Samjhauta Express (Hindi: समझौता एक्सप्रेस, Punjabi language: ਸਮਝੌਤਾ ਐਕਸਪ੍ਰੈਸ, Urdu: سمجھوتا اکسپريس‬‎ ) commonly called the Friend Express, is a twice-weekly train -- Wednesday and Sunday runs between Delhi and Attari in India and Lahore in Pakistan. The word Samjhauta means ``agreement'', ``accord'' and ``compromise'' in both Hindi and Urdu.",is there any train between india and pakistan,121,boolq
boolq,bert-base-uncased,Base Quantized,150.56109428405762,,94,"A public limited company (legally abbreviated to plc) is a type of public company under the United Kingdom company law, some Commonwealth jurisdictions, and the Republic of Ireland. It is a limited liability company whose shares may be freely sold and traded to the public (although a plc may also be privately held, often by another plc), with a minimum share capital of £50,000 and usually with the letters PLC after its name. Similar companies in the United States are called publicly traded companies. Public limited companies will also have a separate legal identity.",are public limited companies in the private sector,122,boolq
boolq,bert-base-uncased,Base Quantized,103.72686386108398,,70,"In 2013, 64% of health spending was paid for by the government, and funded via programs such as Medicare, Medicaid, the Children's Health Insurance Program, and the Veterans Health Administration. People aged under 67 acquire insurance via their or a family member's employer, by purchasing health insurance on their own, or are uninsured. Health insurance for public sector employees is primarily provided by the government in its role as employer.",is health care free in the united states,123,boolq
boolq,bert-base-uncased,Base Quantized,122.2989559173584,,92,"Temples, houses, bridges, and roads were destroyed. It is believed that almost all buildings in the city of Pompeii were affected. In the days after the earthquake, anarchy ruled the city, where theft and starvation plagued the survivors. In the time between 62 and the eruption in 79, some rebuilding was done, but some of the damage had still not been repaired at the time of the eruption. Although it is unknown how many, a considerable number of inhabitants moved to other cities within the Roman Empire while others remained and rebuilt.",were there any survivors in the pompeii eruption,124,boolq
boolq,bert-base-uncased,Base Quantized,112.49828338623048,,55,"According to the current scientific theories, matter is required to travel at slower-than-light (also subluminal or STL) speed with respect to the locally distorted spacetime region. Apparent FTL is not excluded by general relativity; however, any apparent FTL physical plausibility is speculative. Examples of apparent FTL proposals are the Alcubierre drive and the traversable wormhole.",can one travel faster than the speed of light,125,boolq
boolq,bert-base-uncased,Base Quantized,83.07313919067383,,31,"In 2011, Philip Pullman remarked at the British Humanist Association annual conference that due to the first film's disappointing sales in the United States, there would not be any sequels made.",is there going to be another golden compass movie,126,boolq
boolq,bert-base-uncased,Base Quantized,94.3901538848877,,39,"The group winners, Serbia, qualified directly for the 2018 FIFA World Cup. The group runners-up, Republic of Ireland, advanced to the play-offs as one of the best 8 runners-up, where they lost to Denmark and thus failed to qualify.",did ireland qualify for the 2018 world cup,127,boolq
boolq,bert-base-uncased,Base Quantized,119.29702758789062,,104,"As state law on waiting periods and background checks do not apply to sales by non-licensed sellers, the Florida Constitution, Art VIII Sec. 5(b), permits counties to enact ordinances that require a criminal history records check and a 3 to 5-day waiting period for non-licensed sellers when any part of a firearm sale is conducted on property to which the public has the ``right of access'', such as at a gun show conducted on public property. These local option ordinances may not be applied to holders of a concealed weapons license. Only Miami-Dade, Broward, Palm Beach, Hillsborough, and Volusia counties had enacted such ordinances.",can you sell a gun privately in florida,128,boolq
boolq,bert-base-uncased,Base Quantized,267.25316047668457,,249,"Using the information provided by Creasy, The Voice's identity is revealed by Manzano to be Daniel Sánchez, who Mariana exposes on the front page of her newspaper. Creasy sneaks into the home of Sánchez's ex-wife and children, and is fatally shot by his brother Aurelio (Gero Camilo), whom Creasy then captures. Creasy finds out that he not only has The Voice's brother hostage, but his pregnant wife. Creasy calls Daniel Sánchez and threatens to kill all of his family unless he gives himself up (shooting Aurelio's fingers off with a shotgun as a warning while Sanchez listens on the phone), but Sánchez reveals that Pita is still alive, and offers her in exchange for Aurelio and Creasy. After Sanchez confirms Pita's identity (Creasy has him identify what Pita calls her teddy bear as proof), Creasy agrees to the demands. Creasy contacts Lisa to confirm that Pita is alive and to meet him at the exchange. He instructs her to hold the shotgun to Aurelio and to not let him go until Lisa has Pita. He surrenders himself to Sánchez' men, after Pita is released to him. After an embrace, Creasy instructs Pita to runs to her mother. Aurelio is then released and Creasy surrenders to the kidnappers as Lisa and Pita drive away. As Creasy drives off with the kidnappers, it is implied that Creasy, at peace with himself, succumbs to his wounds and dies. Daniel Sánchez is later shot and killed by Manzano during an AFI arrest raid.",does the little girl die in man on fire,129,boolq
boolq,bert-base-uncased,Base Quantized,113.83295059204102,,80,"The heat of vaporization is temperature-dependent, though a constant heat of vaporization can be assumed for small temperature ranges and for reduced temperature T r (\displaystyle T_(r)) ≪ 1 (\displaystyle \ll 1) . The heat of vaporization diminishes with increasing temperature and it vanishes completely at a certain point called the critical temperature ( T r = 1 (\displaystyle T_(r)=1) ). Above the critical temperature, the liquid and vapor phases are indistinguishable, and the substance is called a supercritical fluid.",does latent heat of vaporization change with temperature,130,boolq
boolq,bert-base-uncased,Base Quantized,191.97893142700195,,142,"Network-attached storage (NAS) is a file-level computer data storage server connected to a computer network providing data access to a heterogeneous group of clients. NAS is specialized for serving files either by its hardware, software, or configuration. It is often manufactured as a computer appliance -- a purpose-built specialized computer. NAS systems are networked appliances which contain one or more storage drives, often arranged into logical, redundant storage containers or RAID. Network-attached storage removes the responsibility of file serving from other servers on the network. They typically provide access to files using network file sharing protocols such as NFS, SMB/CIFS, or AFP. From the mid-1990s, NAS devices began gaining popularity as a convenient method of sharing files among multiple computers. Potential benefits of dedicated network-attached storage, compared to general-purpose servers also serving files, include faster data access, easier administration, and simple configuration.",can a nas be used as a server,131,boolq
boolq,bert-base-uncased,Base Quantized,177.7210235595703,,203,"I had always had an ending to Earl and I'm sorry I didn't get the chance to see it happen. You've got a show about a guy with a list so not seeing him finish it is a bummer. But the truth is, he wasn't ever going to finish the list. The basic idea of the ending was that while he was stuck on a really hard list item he was going to start to get frustrated that he was never going to finish it. Then he runs into someone who had a list of their own and Earl was on it. They needed to make up for something bad they had done to Earl. He asks them where they got the idea of making a list and they tell him that someone came to them with a list and that person got the idea from someone else. Earl eventually realizes that his list started a chain reaction of people with lists and that he's finally put more good into the world than bad. So at that point he was going to tear up his list and go live his life. Walk into the sunset a free man. With good karma. --Greg Garcia",did my name is earl finish his list,132,boolq
boolq,bert-base-uncased,Base Quantized,112.09607124328612,,97,"The minimum Powerball bet is $2. In each game, players select five numbers from a set of 69 white balls and one number from 26 red Powerballs; the red ball number can be the same as one of the white balls. The drawing order of the five white balls is irrelevant; all tickets show the white ball numbers in ascending order. Players cannot use the drawn Powerball to match two of their white numbers, or vice versa. Players can select their own numbers, or have the terminal pseudorandomly select the numbers (called ``quick pick'', ``easy pick'', etc.).",do powerball matches have to be in order,133,boolq
boolq,bert-base-uncased,Base Quantized,143.6138153076172,,147,"The Fate of the Furious premiered in Berlin on April 4, 2017, and was theatrically released in the United States on April 14, 2017, playing in 3D, IMAX 3D and 4DX internationally. The film received mixed reviews from critics, many of whom praised the action sequences and acting performances but criticized the storyline. The film grossed over $1.2 billion worldwide, making it the thirtieth film (and the second in the franchise, after Furious 7) to gross over $1 billion, the third-highest-grossing film of 2017 and the fifteenth-highest-grossing film of all time. The film grossed $542 million worldwide during its opening weekend, which is the second highest-grossing worldwide opening of all time behind Avengers: Infinity War (2018). A spinoff film starring Johnson and Statham's characters is scheduled for release in August 2019, while the ninth and tenth films are scheduled for releases on the years 2020 and 2021.",is fate and the furious the last movie,134,boolq
boolq,bert-base-uncased,Base Quantized,75.8519172668457,,42,"Battlefield 1 received positive reviews by critics and was seen as an improvement over previous installments, Battlefield 4 and Battlefield Hardline. Most of the praise was directed towards its World War I theme, single player campaign, multiplayer modes, visuals, and sound design.",does battlefield 1 have a single player campaign,135,boolq
boolq,bert-base-uncased,Base Quantized,149.5339870452881,,154,"The Willis Tower, built as and still commonly referred to as the Sears Tower, is a 110-story, 1,450-foot (442.1 m) skyscraper in Chicago, Illinois. At completion in 1973, it surpassed the World Trade Center towers in New York to become the tallest building in the world, a title it held for nearly 25 years; it remained the tallest building in the Western Hemisphere until the completion of a new building at the World Trade Center site in 2014. The building is considered a seminal achievement for its designer Fazlur Rahman Khan. The Willis Tower is the second-tallest building in the United States and the Western hemisphere -- and the 16th-tallest in the world. More than one million people visit its observation deck each year, making it one of Chicago's most-popular tourist destinations. The structure was renamed in 2009 by the Willis Group as part of its lease on a portion of the tower's space.",was the sears tower the tallest building in the world,136,boolq
boolq,bert-base-uncased,Base Quantized,168.3058738708496,,192,"From 1976 to 1983, several states voluntarily raised their purchase ages to 19 (or, less commonly, 20 or 21), in part to combat drunk driving fatalities. In 1984, Congress passed the National Minimum Drinking Age Act, which required states to raise their ages for purchase and public possession to 21 by October 1986 or lose 10% of their federal highway funds. By mid-1988, all 50 states and the District of Columbia had raised their purchase ages to 21 (but not Puerto Rico, Guam, or the Virgin Islands, see Additional Notes below). South Dakota and Wyoming were the final two states to comply with the age 21 mandate. The current drinking age of 21 remains a point of contention among many Americans, because of it being higher than the age of majority (18 in most states) and higher than the drinking ages of most other countries. The National Minimum Drinking Age Act is also seen as a congressional sidestep of the tenth amendment. Although debates have not been highly publicized, a few states have proposed legislation to lower their drinking age, while Guam has raised its drinking age to 21 in July 2010.",is the drinking age different in every state,137,boolq
boolq,bert-base-uncased,Base Quantized,95.82805633544922,,78,"Anosmia is the inability to perceive odor or a lack of functioning olfaction--the loss of the sense of smell. Anosmia may be temporary, but some forms such as from an accident, can be permanent. Anosmia is due to a number of factors, including an inflammation of the nasal mucosa, blockage of nasal passages or a destruction of one temporal lobe. Inflammation is due to chronic mucosa changes in the paranasal sinus lining and the middle and superior turbinates.",is it possible to have no sense of smell,138,boolq
boolq,bert-base-uncased,Base Quantized,268.06187629699707,,274,"In order to recover construction and operating costs, the bridge was electronically tolled when originally built. The toll rates increased to $1.60 for motorcycle, $3.15 for cars, $6.30 for small trucks and $9.45 for large trucks on August 15, 2015. Through increased prices and greater traffic, Transportation Investment Corporation (TI Corp), the public Crown corporation responsible for toll operations on the Port Mann Bridge, forecast its revenue would grow by 85% between fiscal years 2014 and 2017. These fees were assessed using radio-frequency identification (RFID) decals or licence plate photos. A B.C. licensed driver who owes more than $25 in tolls outstanding 90 days is penalized $20 and is unable to purchase vehicle insurance or renew drivers permits without payment of the debt. Out-of-province drivers were also contacted for payment by a US-based contractor. A licence plate processing fee of $2.30 per trip was added to the toll rate for unregistered users who did not pay their toll within seven days of their passage. Monthly passes, which allowed unlimited crossing on the bridge, were available for purchase. Users may have set up an account for online payment of tolls. Users who opted for this method received a decal with an embedded RFID to place on their vehicle's windshield or headlight and avoid paying a processing fee. Tolls were expected to be removed by the year of 2050 or after collecting $3.3 billion. As announced by B.C. Premier John Horgan a few days earlier, all tolls on the Port Mann Bridge were removed on September 1, 2017. Debt service was transferred to the province of British Columbia at a cost of $135 million per year.",is the port mann bridge a toll bridge,139,boolq
boolq,bert-base-uncased,Base Quantized,85.86692810058594,,72,"The first FA Cup Final to go to extra time and a replay was the 1875 final, between the Royal Engineers and the Old Etonians. The initial tie finished 1--1 but the Royal Engineers won the replay 2--0 in normal time. The last replayed final was the 1993 FA Cup Final, when Arsenal and Sheffield Wednesday fought a 1--1 draw. The replay saw Arsenal win the FA Cup, 2--1 after extra time.",can the fa cup final end in a tie,140,boolq
boolq,bert-base-uncased,Base Quantized,92.18096733093262,,65,"Denatured alcohol is used as a solvent and as fuel for alcohol burners and camping stoves. Because of the diversity of industrial uses for denatured alcohol, hundreds of additives and denaturing methods have been used. The main additive has traditionally been 10% methanol, giving rise to the term ``methylated spirits''. Other typical additives include isopropyl alcohol, acetone, methyl ethyl ketone, methyl isobutyl ketone, and denatonium.",is denatured alcohol and acetone the same thing,141,boolq
boolq,bert-base-uncased,Base Quantized,74.42808151245117,,57,"In mathematics, the dot product or scalar product is an algebraic operation that takes two equal-length sequences of numbers (usually coordinate vectors) and returns a single number. In Euclidean geometry, the dot product of the Cartesian coordinates of two vectors is widely used and often called inner product (or rarely projection product); see also inner product space.",is the dot product of two vectors a scalar,142,boolq
boolq,bert-base-uncased,Base Quantized,107.1479320526123,,96,"Ocular dominance, sometimes called eye preference or eyedness, is the tendency to prefer visual input from one eye to the other. It is somewhat analogous to the laterality of right- or left-handedness; however, the side of the dominant eye and the dominant hand do not always match. This is because both hemispheres control both eyes, but each one takes charge of a different half of the field of vision, and therefore a different half of both retinas (See Optic Tract for more details). There is thus no direct analogy between ``handedness'' and ``eyedness'' as lateral phenomena.",is there such thing as a dominant eye,143,boolq
boolq,bert-base-uncased,Base Quantized,86.60411834716797,,66,"The Isle of Man holds neither membership nor associate membership of the European Union, and lies outside the European Economic Area (EEA). Nonetheless, Protocol 3 permits trade in Manx goods without non-EU tariffs. In conjunction with the Customs and Excise agreement with the UK, this facilitates free trade with the UK. While Manx goods can be freely moved within the EEA, people, capital and services cannot.",is the isle of man part of the european economic area,144,boolq
boolq,bert-base-uncased,Base Quantized,74.19013977050781,,37,"The fourth season of NCIS: New Orleans premiered on September 26, 2017 on CBS. The series continues to air following Bull, Tuesday at 10:00 p.m. (ET) and contained 24 episodes. The season concluded on May 15, 2018.",is ncis new orleans over for the season,145,boolq
boolq,bert-base-uncased,Base Quantized,71.49910926818848,,40,"The navel (clinically known as the umbilicus, colloquially known as the belly button, or tummy button) is a hollowed or sometimes raised area on the abdomen at the attachment site of the umbilical cord. All placental mammals have a navel.",is navel and belly button the same thing,146,boolq
boolq,bert-base-uncased,Base Quantized,132.5089931488037,,124,"The Ring, which Gollum referred to as ``my precious'' or ``precious'', extended his life far beyond natural limits. Centuries of the Ring's influence twisted Gollum's body and mind, and, by the time of the novels, he ``loved and hated (the Ring), just as he loved and hated himself.'' Throughout the story, Gollum was torn between his lust for the Ring and his desire to be free of it. Bilbo Baggins found the Ring and took it for his own, and Gollum afterwards pursued it for the rest of his life. Gollum finally seized the Ring from Frodo Baggins at the Cracks of Doom in Orodruin in Mordor; but he fell into the fires of the volcano, where both he and the Ring were destroyed.",does smeagol die in lord of the rings,147,boolq
boolq,bert-base-uncased,Base Quantized,54.15105819702149,,19,Nine program director Hamish Turner confirmed in an interview that the show won't be returning for a third season.,will there be a season 3 of here come the habibs,148,boolq
boolq,bert-base-uncased,Base Quantized,177.34694480895996,,203,"Majora's Mask imposes a time limit of three days (72 hours) game-time, which is about 54 minutes in real time. An on-screen clock tracks the day and time. Link can return to 6:00 am on the first day by playing the ``Song of Time'' on the Ocarina of Time. If he does not before the 72 hours expire, then the moon will destroy Clock Town, including all the surrounding regions of Termina and Link will lose everything he accomplished during these three days. A real-time countdown will begin when only 6 hours remain. However, returning to the first day saves the player's progress and major accomplishments permanently, such as the acquisition of maps, masks, musical tracks, and weapons. Cleared puzzles, keys, and minor items will be lost, as well as any rupees not in the bank, and almost all characters will have no recollection of meeting Link. Link can slow down time or warp to the next morning or evening by playing two variations of the Song of Time. Owl statues scattered across certain major areas of the world allow the player to temporarily save their progress once they have been activated, and also provide warp points to quickly move around the world.",does majora's mask have a time limit,149,boolq
boolq,bert-base-uncased,Base Quantized,70.19495964050293,,56,"The following tables list the cardinal number names and symbols for the numbers 0 through 10 in various languages and scripts of the world. Where possible, each language's native writing system is used, along with transliterations in Latin script and other important writing systems where applicable. In some languages, numbers will be illustrated through to 20.",do numbers look the same in all languages,150,boolq
